carrier_service_id_anon,dist_bin,n_group,share_in_bin,r_p002,r_p005,r_p010,r_p020,r_p035,r_p050,r_p065,r_p080,r_p090,r_p095,r_p098
9,2,32477,0.011024291323441106,0.819366162881099,0.7983587025668595,0.6275706641095966,0.5761452253071231,0.5263322143510247,0.5,0.5,0.5,0.5,0.5,0.5
14,2,3821,0.0012970353526147262,1.5307236333342178,1.4982168501216184,1.241427780820907,1.2480047960556082,1.2145916141163475,1.0458472762831776,1.0173642673911605,1.0455621555345909,1.0233886507520191,0.9872194152775186,0.8850473467105443
5,2,10467,0.003553014665223329,0.8439244840859036,0.834803200240157,0.6908661090771735,0.6345681600351722,0.6012133166755698,0.6489417476213555,0.589678770135179,0.6897071678323987,0.6569173226889335,0.6540409887161519,0.6659010383807659
11,2,17767,0.006030993747685381,0.8275870793622996,0.7853755214939869,0.6194172720322724,0.5776819839983525,0.5288790188223289,0.5,0.5,0.5,0.5,0.5,0.5
12,2,728,0.0002471190098674485,0.5,0.5,0.5,0.5,0.5,0.5600253918742695,0.7600999291212504,1.2496285014782311,2.0,2.0,2.0
1,2,725,0.0002461006622993134,1.3118319659129483,1.2593011122735713,1.0473976937962137,0.9780744091640008,0.9246740339764836,0.8259649565253732,0.8824946811670029,1.038003271277825,1.2062127976285724,1.2332466200908174,1.1689151986548363
10,2,744,0.0002525501968975023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6903947100908268,0.782012060080497,0.7878105774361703
4,2,133,4.514674218732232e-05,1.0196424954413155,1.013261111635143,0.9533983340726522,0.9615299752091783,0.9947923239713943,1.0046780998454705,0.9925353826562869,0.9958245098760746,0.9814095066246147,0.95214223115066,0.9082402961281183
15,4,806324,0.27371104536991303,1.0178504424930286,0.9987551328628972,1.0518560829420265,1.1645932306419153,1.1051903817246298,1.1158364185276786,1.1951009472222744,1.1681118565006205,1.091332871891555,1.1179289721461902,1.0905631135476788
18,4,310632,0.10544571344192512,1.569316859020205,1.5019005823173084,1.1878525203264982,1.265164247176914,1.04145042987621,1.0285156182385122,0.9744056408352829,0.9774196726918275,0.9757736884814305,1.044213344679441,1.073206652748679
6,4,205049,0.06960499271019503,1.1618877632529159,1.1989345042349153,0.9750245005156909,0.8987140977231715,0.7366492421388527,0.7514728896250572,0.8753333362781729,0.9079410580774608,0.8010682355228428,0.8350028701289591,0.7949249982536154
17,4,620364,0.2105859170133355,1.0985215102337018,1.3354296266841539,1.1328635688405158,1.2114565542574434,1.0324554899999707,1.0051207181351522,0.9785165727841444,0.9759858449641087,0.9369521394607517,0.9752227342233334,0.9815259447563593
7,4,398189,0.13516741092265677,1.0085649480680012,0.9558233209610327,0.9856522324816253,0.9897066057257683,0.9861799129305387,0.8849314625452869,0.9700612942874881,0.9715463115908395,0.9313432101978658,0.9586288279576973,0.9619938946112022
8,4,195027,0.06620297057430764,1.0449293552497168,1.1864873717800901,0.9574517146098177,0.8615287213283195,0.9219432720084642,0.8713726271679287,0.9514406310502194,0.9346051447540952,0.8988195302667471,0.9196512556259844,0.8048627387677768
16,4,124302,0.042194986583024854,1.0840744815197534,1.329720268534698,1.1155000418293464,1.0525639890203078,1.0266935907658723,1.0411282872730674,1.125601241271252,1.1045577873130386,1.0427497245493222,1.052692369264951,0.9885957420572531
13,4,92969,0.03155883016876026,1.0263424539200752,0.9702067677395173,0.7653660103057985,0.8238114169042979,0.6815402056744084,0.6111191878335074,0.7254578538292651,0.7488743278400889,0.6716184966778961,0.6899886012421097,0.675107487791105
14,4,125149,0.04248250531672038,1.685745593478391,1.5804567433955237,1.2979378018788716,1.2386670028116749,0.990401730813384,0.9591103753617474,0.9438996237282733,0.9018073115472278,0.7881229128799405,0.8056087596812703,0.759492142991328
9,4,28180,0.00956585350122798,0.7919640312222248,0.7519672276960564,0.5906106892056342,0.5277466795100147,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,4,8687,0.0029488491612905416,2.0,1.7970041024525503,1.4013599044609901,1.235021110802352,1.0,1.0202733067110843,1.0718949678967846,0.9654017145509212,0.9218983108990171,0.9403469744587528,0.8529625115922433
5,4,11947,0.004055473803377242,0.8036842204304138,0.7941227266630706,0.616063415548587,0.5423419307616049,0.5,0.5190890233832339,0.5201912610105478,0.5993967864178322,0.6114328567642966,0.573043911551049,0.5026249123731236
11,4,16588,0.005630886368998216,0.7820408633132765,0.7369338830210558,0.5666986988605862,0.522343186895274,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10,4,674,0.00022879294747436688,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
