dc_id,region_id,carrier_service_id,zip3,allowed_state_count,allowed_states,has_coverage
45,4,9,937,20,AZ|CA|CO|CT|DC|FL|GA|IL|MA|MN|NH|NJ|NV|NY|OK|OR|TN|TX|UT|WA,True
45,4,10,937,3,CA|CT|TX,True
45,4,11,937,15,AR|AZ|CA|FL|HI|MA|MD|MN|NC|NJ|OR|PA|TX|UT|WA,True
45,4,12,937,5,CA|NV|TX|UT|WA,True
45,4,13,937,0,,False
45,4,14,937,0,,False
45,4,15,937,0,,False
45,4,16,937,0,,False
45,4,17,937,0,,False
45,4,18,937,0,,False
46,7,1,782,0,,False
46,7,2,782,0,,False
46,7,3,782,0,,False
46,7,4,782,4,AL|CA|LA|TX,True
46,7,5,782,24,AL|CA|CO|CT|DC|FL|GA|IL|LA|MA|MI|MN|MO|MS|NC|NH|NJ|NM|NY|OR|TX|UT|VA|WA,True
46,7,6,782,27,AL|AR|CT|DC|DE|FL|GA|IL|IN|KS|KY|LA|MA|MD|MI|NJ|NM|NY|OH|OK|PA|SC|TN|TX|VA|WI|WV,True
46,7,7,782,0,,False
46,7,8,782,8,AZ|CA|CO|ID|NV|OR|UT|WA,True
46,7,9,782,36,AL|AR|AZ|CA|CO|CT|DC|FL|GA|IL|IN|KS|KY|LA|MA|MD|MI|MN|MO|MS|NC|NJ|NM|NV|NY|OH|OK|OR|PA|SC|TN|TX|UT|VA|WA|WI,True
46,7,10,782,5,CA|CT|DC|NY|TX,True
46,7,11,782,26,AL|AR|AZ|CA|DE|FL|GA|HI|IL|LA|MA|MD|MN|MO|MS|NC|NJ|NY|OH|OK|OR|PA|SC|TN|TX|UT,True
46,7,12,782,6,AL|CA|LA|PA|TX|WA,True
46,7,13,782,0,,False
46,7,14,782,0,,False
46,7,15,782,0,,False
46,7,16,782,0,,False
46,7,17,782,0,,False
46,7,18,782,0,,False
47,10,1,328,0,,False
47,10,2,328,0,,False
47,10,3,328,0,,False
47,10,4,328,4,AL|FL|LA|WA,True
47,10,5,328,30,AL|CA|CO|CT|FL|GA|IL|KS|LA|MA|MD|MI|MN|MO|MS|NC|NH|NJ|NM|NY|OR|PA|SC|TX|UT|VA|WA|WI|WV|WY,True
47,10,6,328,28,AL|AR|CT|DC|DE|FL|GA|IL|IN|KS|KY|LA|MA|MD|MI|NJ|NM|NY|OH|OK|PA|SC|TN|TX|VA|VT|WI|WV,True
47,10,7,328,0,,False
47,10,8,328,8,AZ|CA|CO|ID|NV|OR|UT|WA,True
47,10,9,328,40,AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|IA|IL|IN|KS|KY|LA|MA|MD|MI|MN|MO|MS|NC|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|SC|TN|TX|UT|VA|WA|WI,True
47,10,10,328,8,CA|CT|FL|GA|IL|NC|NY|TX,True
47,10,11,328,33,AL|AR|AZ|CA|CO|DE|FL|GA|HI|IL|LA|MA|MD|ME|MI|MN|MO|MS|NC|NE|NJ|NY|OH|OK|OR|PA|RI|SC|TN|TX|UT|VA|WA,True
47,10,12,328,9,CA|CO|FL|GA|LA|NV|PA|TX|WA,True
47,10,13,328,0,,False
47,10,14,328,0,,False
47,10,15,328,0,,False
47,10,16,328,0,,False
47,10,17,328,0,,False
47,10,18,328,0,,False
50,9,1,844,0,,False
50,9,2,844,0,,False
50,9,3,844,0,,False
50,9,4,844,2,CA|WA,True
